"","Candidate","Constituency","Party","State.name","Candidate.Sex","Candidate.Category","Candidate.Age","Total.Votes.Polled","Position","Total.voters","Total_Electors","TOT_CONTESTANT","POLL.PERCENTAGE","Total.Persons","Total.HinduPersons","Total.Muslim.Persons","Sex.Ratio..per.1000.","Average.Literacy","INCUMBENT_PARTY","Incumbency","Education","Total.Assets","Women","Winner","Criminal.Case","SeriousCrime"
"1167","HARIBAKHSH","Hardoi","NBNP","Uttar Pradesh","M","SC",50,1764,8,574637,1416949,11,40.55452949,4092845,3508131,556219,868,"64.57%","SP",0,"Literate",754000,0,0,0,0
"1168","HARIBHAU DADAJI SHINDE","Maval","IND","Maharashtra","M","SC",70,5572,6,717773,1604886,18,44.72423586,9429408,8090254,673704,915,"86.15%",NA,0,"10th Pass",621283,0,0,0,0
"1169","HARIBHAU MADHAV JAWALE","Raver","BJP","Maharashtra","M","GEN",55,328843,1,720038,1418691,19,50.75368773,4229917,3457615,560261,925,"78.20%","SHS",0,"Graduate",7842881,0,1,0,0
"1170","HARIDAS THAKUR","Darjeeling","BSP","West Bengal","M","SC",62,5083,5,966912,1215464,10,79.55085465,1846823,1366681,105086,970,"79.56%","INC",0,NA,NA,NA,NA,NA,NA
"1171","HARIGARA SIVAM.T.A","Namakkal","BSP","Tamil Nadu","M","SC",34,3487,9,846414,1075526,25,78.69767909,1726601,1673652,32483,986,"74.63%","INC",0,"Others",268000,0,0,2,0
"1172","HARIHAR","Ballia","IND","Uttar Pradesh","M","GEN",73,5804,6,677834,1679029,16,40.37059515,3239774,3004240,213440,937,"70.94%","SJP(R)",0,"10th Pass",568175,0,0,0,0
"1173","HARIKEWAL","Salempur","SP","Uttar Pradesh","M","GEN",71,135414,3,636703,1621136,25,39.27511325,3100946,2730957,358539,1017,"71.13%","SP",1,"8th Pass",6619949,0,0,0,0
"1174","HARILAL","Bansgaon","BUM","Uttar Pradesh","M","SC",32,3011,14,649971,1663648,15,39.06902181,4440895,4009037,403847,950,"70.83%","INC",0,"8th Pass",113000,0,0,1,0
"1175","HARINDRA SINGH MALIK","Muzaffarnagar","INC","Uttar Pradesh","M","GEN",54,73848,4,745829,1370117,23,54.43542413,4143512,2382914,1711453,889,"69.12%","SP",0,NA,NA,NA,NA,NA,NA
"1176","HARIOM BALMIKI","Moradabad","IND","Uttar Pradesh","M","SC",35,5675,5,761009,1388525,18,54.80700744,4772006,2488265,2248392,906,"56.77%","SP",0,NA,NA,NA,NA,NA,NA
"1177","HARIRAJ T.V","Arani","SP","Tamil Nadu","M","GEN",50,5178,7,841239,1097865,13,76.62499488,3728104,3325823,143093,987,"84.03%",NA,0,NA,NA,NA,NA,NA,NA
"1178","HARIRAM PATEL DELMIWALA","DHAR","IND","Madhya Pradesh","M","ST",39,11999,4,654926,1197172,11,54.70609069,2185793,2051219,116202,964,"59%","BJP",0,NA,NA,NA,NA,NA,NA
"1179","HARIRAM THAKUR","DAMOH","GGP","Madhya Pradesh","M","ST",38,2992,12,599184,1357985,21,44.1230205,1264219,1186420,47966,910,"69.73%","BJP",0,NA,NA,NA,NA,NA,NA
"1180","HARISH CHANDRA","Ghosi","RJPK","Uttar Pradesh","M","SC",62,5152,10,765865,1693231,16,45.23098148,4613913,3878626,718692,1019,"70.93%","SP",0,"Post Graduate",13400386,0,0,0,0
"1181","HARISH CHANDRA","Sant kabir Nagar","IND","Uttar Pradesh","M","GEN",32,5887,11,801331,1694453,24,47.29142679,1715183,1300586,404410,972,"66.72%",NA,0,NA,NA,NA,NA,NA,NA
"1182","HARISH CHANDRA SWARNKAR","Fatehpur","IND","Uttar Pradesh","M","GEN",40,6444,9,694394,1536621,18,45.18967266,2632733,2274674,350700,901,"67.43%","BSP",0,NA,NA,NA,NA,NA,NA
"1183","HARISH KUMAR","Pilibhit","BSRD","Uttar Pradesh","M","GEN",44,1605,13,837939,1310007,16,63.96446737,2031007,1449007,489686,895,"61.47%","BJP",0,"8th Pass",132800,0,0,0,0
"1184","HARISH NAGPAL","Amroha","IND","Uttar Pradesh","M","GEN",42,8443,5,706982,1173915,20,60.22429222,4772006,2488265,2248392,NA,"","IND",1,"10th Pass",261250266,0,0,0,0
"1185","HARISHANKAR","Domariyaganj","LJP","Uttar Pradesh","M","GEN",45,3508,14,738083,1499679,16,49.21606557,2464464,2082976,364510,963,"67.22%","BSP",0,"Graduate",3285000,0,0,0,0
"1186","HARISHCHAND","Salempur","EKSP","Uttar Pradesh","M","GEN",48,1949,18,636703,1621136,25,39.27511325,3100946,2730957,358539,1017,"71.13%","SP",0,"8th Pass",270000,0,0,0,0
"1187","HARISHCHANDRA","Etah","IND","Uttar Pradesh","M","GEN",61,1860,10,568344,1278295,19,44.46109857,1774480,1611126,146346,873,"70.81%","SP",0,NA,NA,NA,NA,NA,NA
"1188","HARISHCHANDRA","Gorakhpur","IND","Uttar Pradesh","M","GEN",42,2944,9,750975,1696474,26,44.26681458,4440895,4009037,403847,950,"70.83%","BJP",0,NA,NA,NA,NA,NA,NA
"1189","HARISING RATHOD","Yavatmal-Washim","INC","Maharashtra","M","GEN",54,327492,2,840248,1554042,28,54.06855156,2772348,2251401,239236,952,"82.82%","BJP",0,"Graduate",11512482,0,0,1,0
"1190","HARJEET SINGH","Lucknow","IND","Uttar Pradesh","M","GEN",48,185,39,584055,1653123,41,35.33040191,4589838,3537787,985070,917,"77.29%","BJP",0,"12th Pass",954000,0,0,0,0
"1191","HARPAL SINGH","Pilibhit","RCP","Uttar Pradesh","M","SC",26,1147,14,837939,1310007,16,63.96446737,2031007,1449007,489686,895,"61.47%","BJP",0,"12th Pass",110000,0,0,0,0
"1192","HARSH VARDHAN","Maharajganj","INC","Uttar Pradesh","M","GEN",61,305474,1,839577,1509167,15,55.63181543,2684703,2196884,458650,943,"62.76%","BJP",0,NA,NA,NA,NA,NA,NA
"1193","HARSH VARDHAN PANDEY","Gonda","LD","Uttar Pradesh","M","GEN",33,2436,17,606079,1341455,25,45.18071795,3433919,2739076,678615,921,"58.71%","SP",0,NA,NA,NA,NA,NA,NA
"1194","HARUNAL RASID KAJI","Diamond harbour","NCP","West Bengal","M","GEN",54,7187,6,1054156,1302398,10,80.93962061,8161961,5155545,2903075,956,"77.51%","CPM",0,NA,NA,NA,NA,NA,NA
"1195","HEERA LAL","Bahraich","ANC","Uttar Pradesh","M","SC",59,2717,11,512701,1246823,13,41.1205921,3487731,2291892,1169330,892,"49.36%","SP",0,"Graduate Professional",1120000,0,0,0,0
"1196","HEERA SINGH","Mathura","NELU","Uttar Pradesh","M","GEN",44,335,16,726515,1341649,16,54.15089938,2547184,2310776,216933,863,"70.36%","INC",0,"Not Given",550000,0,0,0,0
"1197","HEERALAL","Shahjahanpur","APRD","Uttar Pradesh","M","SC",36,7482,8,792508,1627964,15,48.68092906,3006538,2412595,527581,872,"59.54%","INC",0,NA,NA,NA,NA,NA,NA
"1198","HELEN DAVIDSON  J","Kanniyakumari","DMK","Tamil Nadu","F","GEN",37,320161,1,765663,1178047,22,64.99426593,1870374,909872,78590,1019,"91.75%",NA,0,NA,NA,NA,NA,NA,NA
"1199","HIRA LAL","Allahabad","IND","Uttar Pradesh","M","SC",54,7537,6,550217,1267492,31,43.40989923,5954391,5102041,796756,901,"72.32%","SP",0,"Graduate",557416,0,0,0,0
"1200","HIRALAL VISHWAKARMA","REWA","IND","Madhya Pradesh","M","GEN",56,7654,5,603648,1248727,15,48.34107055,2365106,2268838,85414,931,"71.62%","BJP",0,NA,NA,NA,NA,NA,NA
"1201","HITENDRA DAS","Cooch behar","IND","West Bengal","M","SC",54,11374,6,1121803,1329086,10,84.40409424,2819086,2087766,720033,942,"74.78%","AIFB",0,NA,NA,NA,NA,NA,NA
"1202","HIWARKAR SUDHIR MOTIRAMJI","Chandrapur","IND","Maharashtra","M","GEN",43,4595,12,899430,1536352,23,58.54322447,2204307,1780085,92297,961,"80.01%","BJP",0,"Post Graduate",2342972,0,0,0,0
"1203","HOLE BHANUDAS NAMDEO","Ahmadnagar","BBM","Maharashtra","M","GEN",48,1694,14,787330,1517951,15,51.86794567,4543159,4107143,320743,939,"79.05%","NCP",0,NA,NA,NA,NA,NA,NA
"1204","HORILAL","Rae bareli","IND","Uttar Pradesh","M","SC",41,10073,5,666661,1379507,16,48.32603242,3405559,2975998,413243,943,"67.25%","INC",0,"Post Graduate",250000,0,0,0,0
"1205","HRUDHAYNATH BAPU WAGHODE ALIAS BALABHAU","Kalyan","KM","Maharashtra","M","SC",29,733,19,544997,1588507,20,34.30875659,11060148,8716055,1355630,886,"84.53%",NA,0,NA,NA,NA,NA,NA,NA
"1206","HUKUM","Jalaun","JPS","Uttar Pradesh","M","SC",52,2086,12,797678,1684988,16,47.34027779,1689974,1509708,171581,865,"73.75%","BJP",0,"Not Given",799267,0,0,0,0
"1207","HUKUM SINGH","Kairana","BJP","Uttar Pradesh","M","GEN",71,260796,2,725758,1282551,15,56.58706749,4143512,2382914,1711453,889,"69.12%","RLD",0,"Graduate Professional",13488895,0,0,1,0
"1208","HYDER ALI.S","Chennai central","MAMAK","Tamil Nadu","M","GEN",51,13160,4,610808,1000705,37,61.03776837,4646732,3751322,439270,989,"90.18%","DMK",0,NA,NA,NA,NA,NA,NA
"1209","IFTEKHAR AHMAD","Ambedkar Nagar","IND","Uttar Pradesh","M","GEN",37,5195,8,811692,1494838,22,54.29966324,2397888,1985654,401678,978,"72.23%",NA,0,"Graduate",619032,0,0,0,0
"1210","ILANGOVAN, R.","Perambalur","IND","Tamil Nadu","M","GEN",62,1029,14,832427,1049033,21,79.35184117,565223,521658,32702,1003,"74.32%","DMK",0,"12th Pass",4805000,0,0,0,0
"1211","ILIYAS AZMI","Kheri","BSP","Uttar Pradesh","M","GEN",68,176205,2,708055,1297088,12,54.58804645,4021243,3078262,807600,894,"60.56%","SP",0,"Others",17619316,0,0,0,0
"1212","ILIYAS HUSSAIN","Rae bareli","IND","Uttar Pradesh","M","GEN",36,1851,13,666661,1379507,16,48.32603242,3405559,2975998,413243,943,"67.25%","INC",0,"Not Given",98109,0,0,0,0
"1213","IMRAN","Amroha","IND","Uttar Pradesh","M","GEN",32,1394,16,706982,1173915,20,60.22429222,4772006,2488265,2248392,NA,"","IND",1,"10th Pass",305000,0,0,0,0
"1214","IMRATLAL MARKAM","BETUL","IND","Madhya Pradesh","M","ST",58,1316,14,636569,1286761,16,49.47064762,1575362,1505745,37590,971,"68.90%","BJP",0,NA,NA,NA,NA,NA,NA
"1215","INAMULLAH CHAUDHARY","Domariyaganj","PECP","Uttar Pradesh","M","GEN",66,79820,4,738083,1499679,16,49.21606557,2464464,2082976,364510,963,"67.22%","BSP",0,"Not Given",11695000,0,0,0,0
"1216","INBARAJ K","Tenkasi","DMDK","Tamil Nadu","M","SC",35,75741,4,746598,1063614,9,70.19445024,4646732,3751322,439270,989,"90.18%","CPI",0,"Others",325000,0,0,0,0
"1217","INDARALAL VARMA","UJJAIN","IND","Madhya Pradesh","M","SC",58,1502,8,667598,1253686,9,53.250814,1986864,1718204,233133,955,"72.34%","BJP",0,NA,NA,NA,NA,NA,NA
"1218","INDER SING LODHI","RAJGARH","IND","Madhya Pradesh","M","GEN",34,4304,5,650475,1261062,9,51.58152414,1545814,1433879,106928,956,"61.21%","BJP",0,NA,NA,NA,NA,NA,NA
"1219","INDERPAL","Muzaffarnagar","IND","Uttar Pradesh","M","GEN",67,1119,14,745829,1370117,23,54.43542413,4143512,2382914,1711453,889,"69.12%","SP",0,NA,NA,NA,NA,NA,NA
"1220","INDRA KUMAR","Sant kabir Nagar","BUM","Uttar Pradesh","M","GEN",37,6150,10,801331,1694453,24,47.29142679,1715183,1300586,404410,972,"66.72%",NA,0,NA,NA,NA,NA,NA,NA
"1221","INDRA PAL","Pilibhit","AD","Uttar Pradesh","M","GEN",58,3541,9,837939,1310007,16,63.96446737,2031007,1449007,489686,895,"61.47%","BJP",0,"Post Graduate",5055000,0,0,0,0
"1222","INDRAJEET KUMAR","SIDHI","INC","Madhya Pradesh","M","GEN",61,225174,2,675876,1358291,11,49.75929311,1127033,1077545,34419,957,"64.43%","BJP",0,NA,NA,NA,NA,NA,NA
"1223","INDRAPAL","Etah","RSUPRP","Uttar Pradesh","M","GEN",46,1532,12,568344,1278295,19,44.46109857,1774480,1611126,146346,873,"70.81%","SP",0,NA,NA,NA,NA,NA,NA
"1224","INIYADAYALAN G","Kallakurichi","IND","Tamil Nadu","M","GEN",55,1531,21,854955,1106352,29,77.2769426,3458873,3174941,133896,987,"71.88%",NA,0,"Not Given",3218000,0,0,0,0
"1225","INNASI. A","Karur","IND","Tamil Nadu","M","GEN",44,507,27,825125,1012924,38,81.45971465,1064493,993666,53292,1015,"75.60%","DMK",0,"Post Graduate",128500,0,0,0,0
"1226","IQBAL","Ghaziabad","NLHP","Uttar Pradesh","M","GEN",50,3818,5,829842,1831688,16,45.30476806,4681645,3414427,1186776,881,"78.07%",NA,0,"Literate",6899177,0,0,1,0
"1227","IQBAL ALAUDDIN TADVI","Raver","IND","Maharashtra","M","GEN",41,2560,11,720038,1418691,19,50.75368773,4229917,3457615,560261,925,"78.20%","SHS",0,"Literate",0,0,0,0,0
"1228","IQBAL MEHMOOD","Sambhal","SP","Uttar Pradesh","M","GEN",58,193958,2,681957,1290810,11,52.83171032,4772006,2488265,2248392,906,"56.77%","SP",1,"Graduate",10178486,0,0,0,0
"1229","IQBAL MOHAMMAD SAYYAD","Mumbai South central","RJD","Maharashtra","M","GEN",54,4025,7,598853,1515899,23,39.5048087,3085411,1873762,773173,860,"89.91%","SHS",0,NA,NA,NA,NA,NA,NA
"1230","IRFAN ALI","Bijnor","IND","Uttar Pradesh","M","GEN",45,2123,13,708109,1287070,23,55.01713194,3682713,2032081,1585210,917,"68.48%","RLD",0,"Post Graduate",3301166,0,0,0,0
"1231","IRUDAYADASS A","Chennai South","IND","Tamil Nadu","M","GEN",50,218,35,728113,1162062,43,62.65698388,4646732,3751322,439270,989,"90.18%","DMK",0,"Graduate",579000,0,0,0,0
"1232","ISAAC JEBA KUMAR S","Arakkonam","AIJMK","Tamil Nadu","M","GEN",43,2799,11,855122,1098607,20,77.8369335,3936331,3397857,414760,1007,"79.17%","PMK",0,NA,NA,NA,NA,NA,NA
"1233","ISAM SINGH","Nagina","INC","Uttar Pradesh","M","SC",51,31779,4,643490,1196566,14,53.77806155,3682713,2032081,1585210,917,"68.48%",NA,0,"Others",16926590,0,0,0,0
"1234","ISHLAM KHAN RAIAN","GUNA","IND","Madhya Pradesh","M","GEN",37,906,16,649981,1202772,18,54.04025036,1241519,1172248,49203,912,"63.23%","INC",0,NA,NA,NA,NA,NA,NA
"1235","ISHWAR DATTATRAY JADHAV","Maval","IND","Maharashtra","M","GEN",46,982,18,717773,1604886,18,44.72423586,9429408,8090254,673704,915,"86.15%",NA,0,"Literate",0,0,0,0,0
"1236","ISHWARI PRASAD KUSHAWAHA","Ghazipur","CPI(ML)(L)","Uttar Pradesh","M","GEN",48,5852,9,770448,1527723,15,50.43113182,3620268,3233790,368153,952,"71.78%","SP",0,"Graduate",933000,0,0,1,0
"1237","ISHWARKUMAR SHANKARRAO GHARPURE","Wardha","IND","Maharashtra","M","GEN",50,869,13,769255,1408781,16,54.60429975,1300774,1057096,53854,946,"86.99%","BJP",0,"Graduate",3025000,0,0,0,0
"1238","ISLAM SABIR ANSARI","Bareilly","BSP","Uttar Pradesh","M","GEN",54,181996,3,705793,1401423,8,50.36259573,4448359,2830768,1536534,887,"58.49%","BJP",0,"12th Pass",51198113,0,0,5,1
"1239","ISMAIL SHAIKH LATIF","Bhiwandi","KKJHS","Maharashtra","M","GEN",32,1844,12,584379,1483176,16,39.40051619,11060148,8716055,1355630,886,"84.53%",NA,0,NA,NA,NA,NA,NA,NA
"1240","IZHAR","Salempur","PECP","Uttar Pradesh","M","GEN",48,10958,6,636703,1621136,25,39.27511325,3100946,2730957,358539,1017,"71.13%","SP",0,"Literate",9342499,0,0,0,0
"1241","JADHAV BALIRAM SUKUR","Palghar","BVA","Maharashtra","M","ST",55,223234,1,732590,1523061,8,48.0998463,11060148,8716055,1355630,886,"84.53%",NA,0,"8th Pass",2399053,0,1,0,0
"1242","JADHAV BHIKAJI GANGARAM","Mumbai North West","KKJHS","Maharashtra","M","GEN",48,1496,9,707157,1604992,21,44.05984578,3085411,1873762,773173,832,"89.21%","INC",0,"Literate",640000,0,0,0,0
"1243","JADHAV NAMDEO BHIKAJI","Nashik","BBM","Maharashtra","M","GEN",57,4617,6,657890,1448414,12,45.42140576,6107187,5237009,693052,934,"82.31%","NCP",0,"10th Pass",1501371,0,0,0,0
"1244","JADHAV NATTHU SHANKAR","Jalgaon","BBM","Maharashtra","M","GEN",56,1931,11,656573,1549391,13,42.37619813,4229917,3457615,560261,925,"78.20%","BJP",0,"10th Pass",60000,0,0,0,0
"1245","JADHAV PRATAPRAO GANPATRAO","Buldhana","SHS","Maharashtra","M","GEN",49,353671,1,853668,1382736,15,61.7375985,2586258,1845424,354236,934,"83.40%","SHS",1,"Graduate",12052820,0,1,10,0
"1246","JADHAV SUBHASH RUPCHAND","Aurangabad","IND","Maharashtra","M","SC",33,6879,8,731148,1417964,22,51.56322728,3701282,2545438,786677,923,"79.02%","SHS",0,NA,NA,NA,NA,NA,NA
"1247","JADHAV TOTARAM GANPAT","Aurangabad","IND","Maharashtra","M","GEN",51,2431,14,731148,1417964,22,51.56322728,3701282,2545438,786677,923,"79.02%","SHS",0,"Others",791000,0,0,1,0
"1248","JADHAV VISHNU MAROTI","Nanded","IND","Maharashtra","M","SC",35,2635,10,774686,1439015,22,53.83446316,3361292,2501741,471951,943,"75.45%","BJP",0,NA,NA,NA,NA,NA,NA
"1249","JADHAV VISHNU SURYABHAN","Aurangabad","IND","Maharashtra","M","GEN",50,4968,9,731148,1417964,22,51.56322728,3701282,2545438,786677,923,"79.02%","SHS",0,"10th Pass",1365000,0,0,0,0
"1250","JAFARUNNISHA. A","Tiruchirappalli","IND","Tamil Nadu","F","GEN",42,1338,13,718714,1067193,24,67.34620636,2722290,2279413,190964,1013,"83.23%","MDMK",0,"10th Pass",2232000,1,0,0,0
"1251","JAFORULLA MOLLA","Murshidabad","AUDF","West Bengal","M","GEN",54,5630,9,1051791,1192899,11,88.1710019,7103807,2359061,4707573,958,"66.59%","INC",0,"Graduate",957118,0,0,0,0
"1252","JAGADEESWARAN J","Arakkonam","IND","Tamil Nadu","M","GEN",30,3788,10,855122,1098607,20,77.8369335,3936331,3397857,414760,1007,"79.17%","PMK",0,"Post Graduate",180000,0,0,0,0
"1253","JAGADISH GOBARA","GWALIOR","IND","Madhya Pradesh","M","GEN",55,3943,4,584549,1420728,23,41.14432882,2032036,1835299,141735,864,"76.65%","INC",0,NA,NA,NA,NA,NA,NA
"1254","JAGAN NATH SINGH","Banda","IND","Uttar Pradesh","M","GEN",62,2374,12,619793,1386265,15,44.7095613,1799410,1637549,157612,863,"66.67%","SP",0,"Post Graduate",15345000,0,0,0,0
"1255","JAGANNATH","Hardoi","IND","Uttar Pradesh","M","SC",45,2203,6,574637,1416949,11,40.55452949,4092845,3508131,556219,868,"64.57%","SP",0,"5th Pass",50560,0,0,0,0
"1256","JAGANNATH NILKANTHRAO RAUT","Wardha","IND","Maharashtra","M","GEN",54,1518,9,769255,1408781,16,54.60429975,1300774,1057096,53854,946,"86.99%","BJP",0,NA,NA,NA,NA,NA,NA
"1257","JAGANNATH PANDURANG KHARGE","Maval","IND","Maharashtra","M","GEN",38,1146,17,717773,1604886,18,44.72423586,9429408,8090254,673704,915,"86.15%",NA,0,"Post Graduate",878,0,0,0,0
"1258","JAGAT SINGH","Gautam buddh Nagar","IND","Uttar Pradesh","M","GEN",43,1105,15,739047,1522397,26,48.54495903,1648115,1394025,215500,851,"80.12%",NA,0,NA,NA,NA,NA,NA,NA
"1259","JAGAT VIKRAM SINGH","Jhansi","IND","Uttar Pradesh","M","GEN",39,4262,14,861859,1562082,18,55.17373608,1998603,1823930,147842,890,"75.05%","SP",0,"Not Given",1415000,0,0,0,0
"1260","JAGATHRAKSHAKAN","Arakkonam","DMK","Tamil Nadu","M","GEN",61,415041,1,855122,1098607,20,77.8369335,3936331,3397857,414760,1007,"79.17%","PMK",0,"10th Pass",59106399,0,1,0,0
"1261","JAGDAMBIKA PAL","Domariyaganj","INC","Uttar Pradesh","M","GEN",59,229872,1,738083,1499679,16,49.21606557,2464464,2082976,364510,963,"67.22%","BSP",0,"Post Graduate",49720730,0,1,1,0
"1262","JAGDEESH NARAIN SHARMA","Fatehpur","IND","Uttar Pradesh","M","GEN",39,5790,12,694394,1536621,18,45.18967266,2632733,2274674,350700,901,"67.43%","BSP",0,"10th Pass",290000,0,0,0,0
"1263","JAGDEO","Kaushambi","IND","Uttar Pradesh","M","SC",53,3041,8,551601,1391312,10,39.64610382,1599596,1372381,220423,908,"61.28%",NA,0,"12th Pass",315367,0,0,0,0
"1264","JAGDISH","Kaiserganj","IND","Uttar Pradesh","M","GEN",40,2940,10,565659,1376267,23,41.10096369,3487731,2291892,1169330,892,"49.36%","SP",0,"Literate",1726000,0,0,0,0
"1265","JAGDISH","Kushi Nagar","IND","Uttar Pradesh","M","GEN",57,5592,10,731275,1438263,18,50.84431707,3564544,2928462,620244,961,"65.25%",NA,0,"5th Pass",2878000,0,0,0,0
"1266","JAGDISH","Mathura","IND","Uttar Pradesh","M","GEN",34,2684,9,726515,1341649,16,54.15089938,2547184,2310776,216933,863,"70.36%","INC",0,"10th Pass",1634000,0,0,0,0
"1267","JAGDISH","Mirzapur","AD","Uttar Pradesh","M","GEN",49,19086,6,733350,1405539,27,52.17571337,2496970,2292534,195765,903,"68.48%","BSP",0,"Others",47619574,0,0,0,0
"1268","JAGDISH  PRASAD","Kaiserganj","IND","Uttar Pradesh","M","SC",38,7408,5,565659,1376267,23,41.10096369,3487731,2291892,1169330,892,"49.36%","SP",0,NA,NA,NA,NA,NA,NA
"1269","JAGDISH BAIS","CHHINDWARA","IND","Madhya Pradesh","M","GEN",35,8845,6,829449,1154249,28,71.86049111,2090922,1923920,100692,964,"71.16%","INC",0,NA,NA,NA,NA,NA,NA
"1270","JAGDISH CHANDRA ASTHANA","Jaunpur","IND","Uttar Pradesh","M","GEN",62,4862,8,764069,1662127,16,45.96935132,4494204,3981502,483750,1024,"71.55%","SP",0,"Graduate Professional",2281000,0,0,0,0
"1271","JAGDISH KUMAR VERMA","Deoria","LPSP","Uttar Pradesh","M","GEN",36,2676,12,717632,1580745,12,45.39834066,3100946,2730957,358539,1017,"71.13%","SP",0,NA,NA,NA,NA,NA,NA
"1272","JAGDISH NARAYAN SHUKLA","Sitapur","NCP","Uttar Pradesh","M","GEN",67,8516,5,705007,1230078,16,57.31400773,4483992,3555450,893725,888,"61.12%","BSP",0,"Others",17800590,0,0,3,0
"1273","JAGDISH PRASAD","Kanpur","ABHM","Uttar Pradesh","M","GEN",48,503,14,512921,1390055,18,36.89933132,1796184,1612968,176327,862,"79.65%","INC",0,"Not Given",284000,0,0,0,0
"1274","JAGDISH RAGHUNATH AMBADE","Nagpur","IND","Maharashtra","M","GEN",44,2257,9,755684,1738920,27,43.45708831,4653570,3492202,390974,951,"88.39%","INC",0,"Graduate",877000,0,0,0,0
"1275","JAGDISH SARAN","Aonla","IND","Uttar Pradesh","M","GEN",36,10503,6,705013,1310878,13,53.78174018,4448359,2830768,1536534,887,"58.49%","JD(U)",0,"Post Graduate",291444,0,0,0,0
"1276","JAGDISH SARAN SAGAR","Rampur","IND","Uttar Pradesh","M","SC",39,1382,9,606179,1154544,16,52.50375906,2335819,1073890,1181337,909,"53.34%","SP",0,"5th Pass",693000,0,0,0,0
"1277","JAGDISH SINGH RANA","Saharanpur","BSP","Uttar Pradesh","M","GEN",53,354807,1,821122,1298132,15,63.25412208,3466382,1966892,1454052,890,"70.49%","SP",0,"Graduate",18867277,0,1,0,0
"1278","JAGESHWAR PAL","Fatehpur","NCP","Uttar Pradesh","M","GEN",58,10693,6,694394,1536621,18,45.18967266,2632733,2274674,350700,901,"67.43%","BSP",0,"12th Pass",2332112,0,0,0,0
"1279","JAGESWAR DAYAL 1 VIKAL ORAI","Kanpur","IND","Uttar Pradesh","M","GEN",49,389,16,512921,1390055,18,36.89933132,1796184,1612968,176327,862,"79.65%","INC",0,NA,NA,NA,NA,NA,NA
"1280","JAGTAP BHAGWAN DADARAO","Osmanabad","BBM","Maharashtra","M","SC",70,5800,9,924717,1608852,25,57.47682198,1657576,1437623,178925,924,"78.44%","SHS",0,"10th Pass",2785909,0,0,0,0
"1281","JAHAGIRDAR MOHMAD AYUB GULAM","Aurangabad","SP","Maharashtra","M","GEN",55,2305,15,731148,1417964,22,51.56322728,3701282,2545438,786677,923,"79.02%","SHS",0,"10th Pass",4025000,0,0,0,0
"1282","JAHANGEER. M.I","Ramanathapuram","IND","Tamil Nadu","M","GEN",41,5870,7,778335,1133391,15,68.6731234,1353445,1047411,208038,983,"80.72%","DMK",0,"Graduate",1904000,0,0,1,1
"1283","JAHED SEK","Tamluk","AUDF","West Bengal","M","GEN",41,8486,4,1148514,1271230,9,90.34667212,5095875,4343972,743436,938,"87.02%","CPM",0,"Not Given",871491,0,0,0,0
"1284","JAHID","Moradabad","IND","Uttar Pradesh","M","GEN",44,722,17,761009,1388525,18,54.80700744,4772006,2488265,2248392,906,"56.77%","SP",0,"8th Pass",1259150,0,0,0,0
"1285","JAHIR HUSSEIN ABDUL GANI HAVALDAR","Mumbai North","IND","Maharashtra","M","GEN",30,595,17,685454,1608924,23,42.60325534,3085411,1873762,773173,832,"89.21%","INC",0,"10th Pass",632150,0,0,2,0
"1286","JAI GOVIND","Kushi Nagar","IND","Uttar Pradesh","M","GEN",35,7628,8,731275,1438263,18,50.84431707,3564544,2928462,620244,961,"65.25%",NA,0,"10th Pass",31000,0,0,0,0
"1287","JAI JAI RAM PRAJAPATI","Azamgarh","LPSP","Uttar Pradesh","M","GEN",36,3825,10,705002,1578854,16,44.65276713,4613913,3878626,718692,1019,"70.93%","BSP",0,NA,NA,NA,NA,NA,NA
"1288","JAI PRAKASH","Mathura","IND","Uttar Pradesh","M","GEN",35,8919,5,726515,1341649,16,54.15089938,2547184,2310776,216933,863,"70.36%","INC",0,"Graduate Professional",214500,0,0,0,0
"1289","JAI PRAKASH","Mohanlalganj","BSP","Uttar Pradesh","M","SC",50,179772,2,694980,1500237,7,46.3246807,4589838,3537787,985070,917,"77.29%","SP",0,"Graduate",18381208,0,0,0,0
"1290","JAI PRATAP SINGH","Domariyaganj","BJP","Uttar Pradesh","M","GEN",55,153306,2,738083,1499679,16,49.21606557,2464464,2082976,364510,963,"67.22%","BSP",0,NA,NA,NA,NA,NA,NA
"1291","JAIKARAN SAKET","REWA","IND","Madhya Pradesh","M","SC",48,2681,12,603648,1248727,15,48.34107055,2365106,2268838,85414,931,"71.62%","BJP",0,NA,NA,NA,NA,NA,NA
"1292","JAIN SEEMA MAHENDRA","Thane","PRBP","Maharashtra","F","GEN",36,1505,16,749879,1806803,30,41.50308584,11060148,8716055,1355630,886,"84.53%","SHS",0,"12th Pass",1436995,1,0,0,0
"1293","JAIPAL PATHIK","Mohanlalganj","RCP","Uttar Pradesh","M","SC",50,17082,5,694980,1500237,7,46.3246807,4589838,3537787,985070,917,"77.29%","SP",0,"12th Pass",34000,0,0,9,1
